Strategy ID,Strategy Name,Strategy Source,Template Type,Pair,Timeframe,SL %,TP %,ROI %,Profit Factor,Total PnL %,Win Rate %,Max Drawdown %,Trades,Expectancy,Runtime Seconds,PF Score,PnL Score,Win Score,DD Score,Trade Score,Overall Score
HYB001_EMA50_100_RSI14_VOL1P2_SL1P5_TP3P0,Generated Hybrid EMA 50/100 RSI 14 Vol 1.2,GENERATED,hybrid,ETHUSDT,15m,2.0,3.0,72.34,1.19,62.0,45.08,-20.37,244.0,29.65,40.9,14.875,25.0,15.026666666666666,9.815000000000001,10.0,74.71666666666667
VOL001_EMA20_100_VOL1P2_SL1P0_TP2P0,Generated Volume EMA 20/100 Vol 1.2,GENERATED,volume,SOLUSDT,15m,2.5,2.0,48.36,1.07,50.5,58.07,-28.03,446.0,10.84,31.12,13.375,25.0,19.356666666666666,5.985,10.0,73.71666666666667
VOL001_EMA20_100_VOL1P2_SL1P0_TP3P0,Generated Volume EMA 20/100 Vol 1.2,GENERATED,volume,SOLUSDT,15m,2.5,2.0,48.36,1.07,50.5,58.07,-28.03,446.0,10.84,31.43,13.375,25.0,19.356666666666666,5.985,10.0,73.71666666666667
HYB001_EMA20_200_RSI14_VOL1P5_SL1P5_TP3P0,Generated Hybrid EMA 20/200 RSI 14 Vol 1.5,GENERATED,hybrid,ETHUSDT,15m,2.0,5.0,86.41,1.28,71.0,35.03,-17.6,157.0,55.04,40.74,16.0,25.0,11.676666666666666,11.2,7.8500000000000005,71.72666666666666
HYB001_EMA20_100_RSI14_VOL1P2_SL1P5_TP3P0,Generated Hybrid EMA 20/100 RSI 14 Vol 1.2,GENERATED,hybrid,SOLUSDT,15m,2.0,3.0,69.86,1.13,63.0,43.87,-25.28,326.0,21.43,40.55,14.124999999999998,25.0,14.623333333333333,7.359999999999999,10.0,71.10833333333333
VOL001_EMA20_100_VOL1P5_SL1P0_TP2P0,Generated Volume EMA 20/100 Vol 1.5,GENERATED,volume,SOLUSDT,15m,2.0,2.0,56.43,1.09,54.0,52.92,-32.0,463.0,12.19,30.99,13.625000000000002,25.0,17.64,3.999999999999999,10.0,70.265
VOL001_EMA20_100_VOL1P5_SL1P0_TP3P0,Generated Volume EMA 20/100 Vol 1.5,GENERATED,volume,SOLUSDT,15m,2.0,2.0,56.43,1.09,54.0,52.92,-32.0,463.0,12.19,31.42,13.625000000000002,25.0,17.64,3.999999999999999,10.0,70.265
HYB001_EMA20_100_RSI14_VOL1P5_SL1P5_TP3P0,Generated Hybrid EMA 20/100 RSI 14 Vol 1.5,GENERATED,hybrid,ETHUSDT,15m,1.5,5.0,55.56,1.16,53.0,26.85,-19.39,216.0,25.72,40.72,14.499999999999998,25.0,8.95,10.305,10.0,68.755
HYB001_EMA20_200_RSI14_VOL1P2_SL1P5_TP3P0,Generated Hybrid EMA 20/200 RSI 14 Vol 1.2,GENERATED,hybrid,ETHUSDT,15m,2.0,5.0,56.73,1.18,54.0,33.14,-21.53,169.0,33.57,40.82,14.75,25.0,11.046666666666667,9.235,8.45,68.48166666666667
TRD001_EMA20_100_RSI14_PB45_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,SOLUSDT,15m,2.0,3.0,51.21,1.09,52.0,42.98,-29.85,349.0,14.67,31.34,13.625000000000002,25.0,14.326666666666664,5.074999999999998,10.0,68.02666666666667
TRD001_EMA20_200_RSI14_PB40_SL1P0_TP2P0,Generated Trend EMA 20/200 RSI 14,GENERATED,trend,ETHUSDT,15m,2.5,3.0,31.86,1.09,36.0,48.42,-21.34,221.0,14.42,55.69,13.625000000000002,18.0,16.14,9.33,10.0,67.095
TRD001_EMA20_200_RSI14_PB40_SL1P0_TP3P0,Generated Trend EMA 20/200 RSI 14,GENERATED,trend,ETHUSDT,15m,2.5,3.0,31.86,1.09,36.0,48.42,-21.34,221.0,14.42,30.61,13.625000000000002,18.0,16.14,9.33,10.0,67.095
VOL001_EMA20_200_VOL1P2_SL1P0_TP2P0,Generated Volume EMA 20/200 Vol 1.2,GENERATED,volume,ETHUSDT,15m,2.5,3.0,39.91,1.1,42.5,48.73,-28.88,236.0,16.91,31.6,13.750000000000002,21.25,16.243333333333332,5.5600000000000005,10.0,66.80333333333334
PLB001_EMA20_100_RSI14_BUY40_SL1P0_TP2P0,Generated Pullback EMA 20/100 RSI 40,GENERATED,pullback,SOLUSDT,15m,2.0,3.0,50.98,1.09,52.0,42.94,-33.98,354.0,14.4,31.72,13.625000000000002,25.0,14.313333333333333,3.0100000000000016,10.0,65.94833333333334
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,SOLUSDT,15m,2.0,3.0,50.98,1.09,52.0,42.94,-33.98,354.0,14.4,31.49,13.625000000000002,25.0,14.313333333333333,3.0100000000000016,10.0,65.94833333333334
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP3P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,SOLUSDT,15m,2.0,3.0,50.98,1.09,52.0,42.94,-33.98,354.0,14.4,56.56,13.625000000000002,25.0,14.313333333333333,3.0100000000000016,10.0,65.94833333333334
supertrend_ema_atr,SuperTrend + EMA + ATR SL,FIXED,fixed,SOLUSDT,15m,1.5,3.0,45.55,1.07,48.0,35.68,-27.09,454.0,10.03,40.91,13.375,24.0,11.893333333333334,6.455,10.0,65.72333333333333
VOL001_EMA20_200_VOL1P2_SL1P0_TP2P0,Generated Volume EMA 20/200 Vol 1.2,GENERATED,volume,BNBUSDT,15m,1.0,3.0,48.06,1.14,45.0,28.13,-20.88,359.0,13.39,31.84,14.249999999999998,22.5,9.376666666666667,9.559999999999999,10.0,65.68666666666667
ema_200_candlestick,EMA 200 Trend + Candlestick Confirmation,FIXED,fixed,SOLUSDT,15m,2.5,3.0,52.35,1.08,54.0,48.57,-39.15,315.0,16.62,69.58,13.5,25.0,16.19,0.4249999999999998,10.0,65.115
macd_rsi_volume,MACD + RSI + Volume,FIXED,fixed,SOLUSDT,15m,2.0,3.0,43.34,1.06,49.0,42.29,-33.64,428.0,10.13,41.94,13.25,24.5,14.096666666666666,3.1800000000000006,10.0,65.02666666666667
ema_cross_rsi_filter,EMA 20/50 Cross + RSI Filter,FIXED,fixed,ETHUSDT,15m,1.5,3.0,41.44,1.07,43.5,35.86,-24.98,382.0,10.85,42.72,13.375,21.75,11.953333333333333,7.509999999999999,10.0,64.58833333333334
PLB001_EMA20_200_RSI14_BUY35_SL1P0_TP2P0,Generated Pullback EMA 20/200 RSI 35,GENERATED,pullback,ETHUSDT,15m,1.5,3.0,34.94,1.08,37.5,35.89,-21.5,326.0,10.72,31.5,13.5,18.75,11.963333333333333,9.25,10.0,63.46333333333333
PLB001_EMA20_200_RSI14_BUY35_SL1P0_TP3P0,Generated Pullback EMA 20/200 RSI 35,GENERATED,pullback,ETHUSDT,15m,1.5,3.0,34.94,1.08,37.5,35.89,-21.5,326.0,10.72,31.55,13.5,18.75,11.963333333333333,9.25,10.0,63.46333333333333
ema_200_macd_cross,EMA 200 Filter + MACD Cross,FIXED,fixed,SOLUSDT,15m,1.5,4.0,44.88,1.09,47.0,29.97,-27.46,317.0,14.16,67.89,13.625000000000002,23.5,9.99,6.27,10.0,63.385000000000005
ema_200_macd_cross,EMA 200 Filter + MACD Cross,FIXED,fixed,XRPUSDT,15m,1.0,4.0,44.76,1.1,45.0,22.4,-20.7,375.0,11.94,42.95,13.750000000000002,22.5,7.466666666666666,9.65,10.0,63.36666666666667
PLB001_EMA20_100_RSI14_BUY35_SL1P0_TP2P0,Generated Pullback EMA 20/100 RSI 35,GENERATED,pullback,ETHUSDT,15m,1.5,3.0,33.77,1.07,37.5,35.62,-22.08,365.0,9.25,30.9,13.375,18.75,11.873333333333333,8.96,10.0,62.958333333333336
PLB001_EMA20_100_RSI14_BUY35_SL1P0_TP3P0,Generated Pullback EMA 20/100 RSI 35,GENERATED,pullback,ETHUSDT,15m,1.5,3.0,33.77,1.07,37.5,35.62,-22.08,365.0,9.25,31.08,13.375,18.75,11.873333333333333,8.96,10.0,62.958333333333336
HYB001_EMA20_100_RSI14_VOL1P2_SL1P5_TP3P0,Generated Hybrid EMA 20/100 RSI 14 Vol 1.2,GENERATED,hybrid,ETHUSDT,15m,1.5,5.0,38.8,1.11,42.0,25.86,-22.53,232.0,16.72,40.83,13.875000000000002,21.0,8.62,8.735,10.0,62.23
PLB001_EMA20_100_RSI14_BUY40_SL1P0_TP2P0,Generated Pullback EMA 20/100 RSI 40,GENERATED,pullback,ETHUSDT,15m,1.5,3.0,33.95,1.07,37.5,35.65,-24.4,359.0,9.46,31.56,13.375,18.75,11.883333333333333,7.800000000000001,10.0,61.80833333333334
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,ETHUSDT,15m,1.5,3.0,33.95,1.07,37.5,35.65,-24.4,359.0,9.46,31.19,13.375,18.75,11.883333333333333,7.800000000000001,10.0,61.80833333333334
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP3P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,ETHUSDT,15m,1.5,3.0,33.95,1.07,37.5,35.65,-24.4,359.0,9.46,227.83,13.375,18.75,11.883333333333333,7.800000000000001,10.0,61.80833333333334
ema_200_macd_cross,EMA 200 Filter + MACD Cross,FIXED,fixed,ETHUSDT,15m,1.0,3.0,34.38,1.09,36.0,27.18,-18.6,412.0,8.34,69.58,13.625000000000002,18.0,9.06,10.7,10.0,61.385000000000005
ema_trend_rsi_pullback,EMA Trend + RSI Pullback,FIXED,fixed,SOLUSDT,15m,1.5,4.0,42.71,1.09,45.5,29.87,-30.3,318.0,13.43,40.99,13.625000000000002,22.75,9.956666666666667,4.849999999999999,10.0,61.181666666666665
supertrend_ema_atr,SuperTrend + EMA + ATR SL,FIXED,fixed,ETHUSDT,15m,1.5,3.0,28.01,1.06,33.0,35.36,-23.86,362.0,7.74,41.16,13.25,16.5,11.786666666666667,8.07,10.0,59.60666666666667
HYB001_EMA20_100_RSI14_VOL1P5_SL1P5_TP3P0,Generated Hybrid EMA 20/100 RSI 14 Vol 1.5,GENERATED,hybrid,SOLUSDT,15m,2.0,2.0,24.44,1.05,30.0,51.84,-32.24,407.0,6.0,104.74,13.125,15.0,17.28,3.879999999999999,10.0,59.285
VOL001_EMA20_200_VOL1P2_SL1P0_TP2P0,Generated Volume EMA 20/200 Vol 1.2,GENERATED,volume,SOLUSDT,15m,2.5,3.0,21.29,1.04,31.0,47.27,-30.37,311.0,6.85,30.34,13.0,15.5,15.756666666666668,4.815,10.0,59.071666666666665
TRD001_EMA20_100_RSI14_PB45_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,ETHUSDT,15m,1.5,3.0,30.13,1.07,34.5,35.49,-27.65,355.0,8.49,31.03,13.375,17.25,11.83,6.175000000000002,10.0,58.63
ema_trend_rsi_pullback,EMA Trend + RSI Pullback,FIXED,fixed,ETHUSDT,15m,1.5,3.0,32.73,1.07,36.0,35.74,-29.42,333.0,9.83,40.99,13.375,18.0,11.913333333333334,5.289999999999999,10.0,58.57833333333333
VOL001_EMA20_100_VOL1P2_SL1P0_TP2P0,Generated Volume EMA 20/100 Vol 1.2,GENERATED,volume,ETHUSDT,15m,1.5,5.0,34.95,1.09,40.0,25.49,-27.46,255.0,13.71,31.17,13.625000000000002,20.0,8.496666666666666,6.27,10.0,58.391666666666666
VOL001_EMA20_100_VOL1P2_SL1P0_TP3P0,Generated Volume EMA 20/100 Vol 1.2,GENERATED,volume,ETHUSDT,15m,1.5,5.0,34.95,1.09,40.0,25.49,-27.46,255.0,13.71,31.43,13.625000000000002,20.0,8.496666666666666,6.27,10.0,58.391666666666666
BRK001_EMA50_100_ATR14_SL1P5_TP3P0,Generated Breakout EMA 50/100 ATR 14,GENERATED,breakout,ETHUSDT,15m,2.0,5.0,34.0,1.1,39.0,31.55,-29.61,187.0,18.18,40.87,13.750000000000002,19.5,10.516666666666667,5.195,9.350000000000001,58.31166666666667
PLB001_EMA20_100_RSI14_BUY35_SL1P0_TP2P0,Generated Pullback EMA 20/100 RSI 35,GENERATED,pullback,SOLUSDT,15m,2.0,5.0,39.47,1.09,45.0,31.42,-37.41,226.0,17.46,31.12,13.625000000000002,22.5,10.473333333333334,1.2950000000000017,10.0,57.89333333333334
PLB001_EMA20_100_RSI14_BUY35_SL1P0_TP3P0,Generated Pullback EMA 20/100 RSI 35,GENERATED,pullback,SOLUSDT,15m,2.0,5.0,39.47,1.09,45.0,31.42,-37.41,226.0,17.46,31.14,13.625000000000002,22.5,10.473333333333334,1.2950000000000017,10.0,57.89333333333334
VOL001_EMA20_100_VOL1P5_SL1P0_TP2P0,Generated Volume EMA 20/100 Vol 1.5,GENERATED,volume,ETHUSDT,15m,1.5,5.0,31.56,1.08,37.0,25.41,-25.94,244.0,12.94,31.39,13.5,18.5,8.469999999999999,7.0299999999999985,10.0,57.5
VOL001_EMA20_100_VOL1P5_SL1P0_TP3P0,Generated Volume EMA 20/100 Vol 1.5,GENERATED,volume,ETHUSDT,15m,1.5,5.0,31.56,1.08,37.0,25.41,-25.94,244.0,12.94,31.3,13.5,18.5,8.469999999999999,7.0299999999999985,10.0,57.5
BRK001_EMA20_100_ATR14_SL1P5_TP3P0,Generated Breakout EMA 20/100 ATR 14,GENERATED,breakout,ETHUSDT,15m,2.0,5.0,33.08,1.08,39.0,31.34,-32.86,201.0,16.46,41.4,13.5,19.5,10.446666666666665,3.57,10.0,57.016666666666666
BRK001_EMA20_100_ATR14_SL1P5_TP4P0,Generated Breakout EMA 20/100 ATR 14,GENERATED,breakout,ETHUSDT,15m,2.0,5.0,33.08,1.08,39.0,31.34,-32.86,201.0,16.46,40.62,13.5,19.5,10.446666666666665,3.57,10.0,57.016666666666666
ema_cross_rsi_filter,EMA 20/50 Cross + RSI Filter,FIXED,fixed,SOLUSDT,15m,1.5,4.0,33.8,1.07,40.5,29.27,-33.06,369.0,9.16,41.33,13.375,20.25,9.756666666666668,3.4699999999999998,10.0,56.85166666666667
BRK001_EMA20_100_ATR14_SL1P5_TP3P0,Generated Breakout EMA 20/100 ATR 14,GENERATED,breakout,SOLUSDT,15m,2.0,5.0,38.99,1.09,45.0,31.33,-39.59,233.0,16.74,41.28,13.625000000000002,22.5,10.443333333333333,0.2049999999999974,10.0,56.77333333333333
