Rows,Framework,Mode,Preparation Ms,Alignment Ms,Framework Decision Ms,Controller Ms,Policy Ms,Total Ms,Rows Per Second,Measured Runs,Warmup Runs,Approximate Input Memory Bytes,Decision Series Memory Bytes,Repeated Indicator Calculations,Phase 24.5 10000-Row Baseline Ms
10000,williams_r_reversal,stateful_policy,4.055033,90.157733,4303.294997,0.0,0.0,6895.398967,1450.242,3,1,6430000,22808246,0,2916.6099250499997
10000,zscore_mean_reversion,stateful_policy,4.059967,76.245233,2461.592634,0.0,0.0,4722.774,2117.4,3,1,6430000,21689032,0,2916.6099250499997
10000,adx_trend_following,stateful_policy_instrumented,4.4587,77.710533,2694.176165,988.932367,912.822033,5046.980633,1981.383,3,1,6430000,21669032,0,2916.6099250499997
10000,aroon_trend,stateful_policy_instrumented,4.3482,79.230533,2869.160862,976.264533,900.4205,5200.774333,1922.791,3,1,6430000,21589038,0,2916.6099250499997
10000,atr_volatility_breakout,stateful_policy_instrumented,4.627033,75.283567,2598.448733,965.768533,891.1463,4900.462433,2040.624,3,1,6430000,21709032,0,2916.6099250499997
10000,bollinger_mean_reversion,stateful_policy_instrumented,3.9381,72.785667,1307.091831,908.290833,838.312067,3487.3548,2867.503,3,1,6430000,21719026,0,2916.6099250499997
10000,bollinger_squeeze_breakout,stateful_policy_instrumented,3.3623,72.499133,2413.582965,906.887433,837.2046,4559.582767,2193.183,3,1,6430000,22948739,0,2916.6099250499997
10000,cci_trend_pullback,stateful_policy_instrumented,4.2137,74.821367,4096.881534,1073.507033,993.636633,6569.7088,1522.137,3,1,6430000,22788252,0,2916.6099250499997
10000,chandelier_exit_trend,stateful_policy_instrumented,3.4654,69.857267,2833.602631,976.9292,902.087967,5142.2846,1944.661,3,1,6430000,21689038,0,2916.6099250499997
10000,connors_rsi_mean_reversion,stateful_policy_instrumented,4.149833,129.416867,3058.048135,1241.0855,1156.8002,5918.938267,1689.492,3,1,6430000,22938039,0,2916.6099250499997
10000,donchian_breakout,stateful_policy_instrumented,4.379367,71.383367,1919.344467,929.3464,856.921833,4135.355633,2418.172,3,1,6430000,21649032,0,2916.6099250499997
10000,dual_moving_average_crossover,stateful_policy_instrumented,3.956233,69.1092,2579.474272,971.795067,894.8123,4867.6746,2054.369,3,1,6430000,21769032,0,2916.6099250499997
10000,elder_impulse_system,stateful_policy_instrumented,3.493767,76.294833,3009.140535,994.848933,918.6822,5356.749233,1866.804,3,1,6430000,21679038,0,2916.6099250499997
10000,ema_ribbon_trend,stateful_policy_instrumented,4.133533,70.2642,2495.563565,936.405767,863.958433,4718.369067,2119.376,3,1,6430000,21639032,0,2916.6099250499997
10000,engulfing_confirmation_trend,stateful_policy_instrumented,3.513733,72.542733,2746.998034,947.5899,875.892767,4976.108567,2009.602,3,1,6430000,22988628,0,2916.6099250499997
10000,heikin_ashi_trend,stateful_policy_instrumented,3.9417,70.628667,2982.620531,953.984,881.024767,5245.8275,1906.277,3,1,6430000,21649038,0,2916.6099250499997
10000,ichimoku_cloud_trading,stateful_policy_instrumented,3.639467,72.003,2022.082738,996.218067,923.924667,4391.253833,2277.254,3,1,6430000,22427251,0,2916.6099250499997
10000,inside_bar_breakout,stateful_policy_instrumented,3.4395,76.903467,2904.118366,959.9449,886.9183,5163.060633,1936.836,3,1,6430000,22808746,0,2916.6099250499997
10000,keltner_channel_breakout,stateful_policy_instrumented,4.136867,75.516533,2544.108268,911.127933,840.9695,4725.36,2116.241,3,1,6430000,21719032,0,2916.6099250499997
10000,macd_momentum,stateful_policy_instrumented,3.6776,77.828267,2540.864701,916.858933,845.7886,4730.644333,2113.877,3,1,6430000,21609032,0,2916.6099250499997
10000,momentum_acceleration_breakout,stateful_policy_instrumented,3.806167,76.213433,2880.679033,998.403733,922.5518,5226.477267,1913.335,3,1,6430000,23028624,0,2916.6099250499997
10000,nr4_nr7_volatility_breakout,stateful_policy_instrumented,3.4225,72.332633,2718.130803,946.542467,873.4409,4949.6318,2020.352,3,1,6430000,22968090,0,2916.6099250499997
10000,opening_range_breakout,stateful_policy_instrumented,3.958067,74.639833,4991.602302,959.074433,877.975267,7305.854233,1368.765,3,1,6430000,22868743,0,2916.6099250499997
10000,parabolic_sar_trend,stateful_policy_instrumented,3.1883,69.600867,2414.179664,919.7473,848.714833,4598.0579,2174.831,3,1,6430000,21669032,0,2916.6099250499997
10000,pin_bar_rejection,stateful_policy_instrumented,3.291267,71.1874,3543.887433,1067.021733,991.0478,6093.2922,1641.149,3,1,6430000,24958586,0,2916.6099250499997
10000,pivot_range_breakout,stateful_policy_instrumented,3.6398,69.1823,2765.566599,853.216767,779.5013,4910.590367,2036.415,3,1,6430000,22828644,0,2916.6099250499997
10000,price_channel_trend,stateful_policy_instrumented,3.552033,67.837967,2679.785332,933.838267,861.6954,4887.118533,2046.196,3,1,6430000,21669038,0,2916.6099250499997
10000,rsi_pullback_trend,stateful_policy_instrumented,3.342433,66.774233,2423.004133,940.3623,868.169533,4628.098733,2160.714,3,1,6430000,22788747,0,2916.6099250499997
10000,stochastic_pullback_trend,stateful_policy_instrumented,3.523667,69.930533,4104.077266,1032.399567,955.744267,6457.602267,1548.562,3,1,6430000,22928210,0,2916.6099250499997
10000,supertrend_trend_following,stateful_policy_instrumented,3.463267,70.494033,2706.794304,954.5978,884.426533,4981.955467,2007.244,3,1,6430000,22558821,0,2916.6099250499997
10000,support_resistance_bounce,stateful_policy_instrumented,3.688833,76.0586,2845.432834,992.0224,921.007767,5176.255233,1931.899,3,1,6430000,23378752,0,2916.6099250499997
10000,triple_screen_trading,stateful_policy_instrumented,6.481667,206.999533,3137.248899,1006.325733,928.955233,6309.566867,1584.895,3,1,9108738,25072751,0,2916.6099250499997
10000,turtle_trading,stateful_policy_instrumented,3.818833,67.1318,1779.335867,912.455233,842.428667,3943.442,2535.856,3,1,6430000,21619032,0,2916.6099250499997
10000,volume_expansion_breakout,stateful_policy_instrumented,3.647533,72.2862,2898.474901,942.6229,871.517967,5115.979133,1954.66,3,1,6430000,22928634,0,2916.6099250499997
10000,vwap_mean_reversion,stateful_policy_instrumented,3.721633,71.4924,2396.588594,906.502133,836.396533,4557.875133,2194.005,3,1,6430000,21669032,0,2916.6099250499997
10000,williams_r_reversal,stateful_policy_instrumented,3.175767,72.313733,3755.412968,984.416333,911.3819,6008.035333,1664.438,3,1,6430000,22808246,0,2916.6099250499997
10000,zscore_mean_reversion,stateful_policy_instrumented,3.385167,70.7881,2413.516737,945.203167,872.590467,4652.337567,2149.457,3,1,6430000,21689032,0,2916.6099250499997
